objectid;cod_ibge;cod_ses;cod_regiao_uf;macrorregiao_saude;regiao_saude;nome_regiao_saude;crs;municipio;cod_cnes;nome_da_unidade;telefone;nome_razao_social;cod_tipo_un;ds_tipo_un;ds_natureza;tp_gestao;latitude;longitude;equipamento;complemento;cep;endereco;adulto_leito_uti;status
1447;4305306;430530;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Chapada;2235307;HOSPITAL SAO JOSE CHAPADA;;SOCIEDADE BENEFICENTE SAO JOSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-28.054919;-53.065756;Hospital; ;99530-000;RUA DUQUE DE CAXIAS, 368 - CENTRO;;ATIVO
1470;4305405;430540;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Chiapetta;2261103;HOSPITAL DE CHIAPETTA;;SOCIEDADE HOSPITALAR BENEFICENTE CHIAPETTA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.921145;-53.941262;Hospital; ;98760-000;RUA TOMAZIO DE CARVALHO, 977 - CENTRO;;ATIVO
1483;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2223562;HOSPITAL VIRVI RAMOS;;ASSOCIACAO CULTURAL E CIENTIFICA VIRVI RAMOS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.154509;-51.180093;Hospital; ;95041-520;RUA ALEXANDRE FLEMING, 454 - MADUREIRA;10.0;ATIVO
1485;4315305;431530;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Quaraí;2248247;FUNDACAO HOSPITALAR DE CARIDADE DE QUARAI;;FUNDACAO HOSPITALAR DE CARIDADE DE QUARAI;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.378792;-56.460824;Hospital; ;97560-000;RUA ASCANIO TUBINO, 780 - CENTRO;;ATIVO
1507;4302303;430230;480;Serra;24;REGIÃO 24 - CAMPOS DE CIMA DA SERRA;05ª CRS;Bom Jesus;6011926;HOSPITAL DE BOM JESUS;;INSTITUTO DE SAUDE E EDUCACAO VIDA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.665592;-50.437481;Hospital; ;95290-000;AV MANOEL SILVEIRA DE AZEVEDO, 2521 - CENTRO;;ATIVO
1508;4304002;430400;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Campo Novo;2261154;HOSPICAMPO;;ASSOCIACAO HOSPITALAR DE CARIDADE DE CAMPO NOVO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-27.683501;-53.808175;Hospital; ;98570-000;RUA HERMOGINES PAHIS, 105 - CENTRO;;ATIVO
1513;4321402;432140;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Tenente Portela;5384117;HOSPITAL SANTO ANTONIO TENENTE PORTELA;;ASSOCIACAO HOSPITALAR BENEFICIENTE SANTO ANTONIO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.370224;-53.758491;Hospital;PREDIO;98500-000;RUA ROMARIO ROSA LOPES, 42 - CENTRO;10.0;ATIVO
1515;4311304;431130;474;Norte;18;REGIÃO 18 - ARAUCÁRIAS;06ª CRS;Lagoa Vermelha;3819590;HOSPITAL SAO PAULO;;FUNDACAO ARAUCARIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.206479;-51.531653;Hospital; ;95300-000;AV NIVIO CASTELANO, 1271 - CENTRO;;ATIVO
1521;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;2232057;HOSPITAL REGINA NOVO HAMBURGO;;ASSOCIACAO CONGREGACAO DE SANTA CATARINA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.678212;-51.115548;Hospital; ;93510-250;AV DR MAURICIO CARDOSO, 711 - HAMBURGO VELHO;17.0;ATIVO
1538;4320404;432040;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Serafina Corrêa;2260050;HOSPITAL NOSSA SENHORA DO ROSARIO;;HOSPITAL NOSSA SENHORA DO ROSARIO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.71173;-51.936142;Hospital; ;99250-000;RUA MONSENHOR JOAO BAPTISTA SCALABRINI, 260 - CENTRO;;ATIVO
1540;4323002;432300;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Viamão;5223962;INSTITUTO DE CARDIOLOGIA HOSPITAL VIAMAO;;FUNDACAO UNIVERSITARIA DE CARDIOLOGIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.081732;-51.030015;Hospital; ;94410-250;RUA ISABEL BASTOS, 137 - CENTRO;15.0;ATIVO
1542;4315156;431515;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Progresso;2252082;HOSPITAL SANTA ISABEL -PROGRESSO;;SOCIEDADE SULINA DIVINA PROVIDENCIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.242395;-52.309578;Hospital;PREDIO HSI;95925-000;RUA CORONEL FETT FILHO, 50 - CENTRO;;ATIVO
1554;4312104;431210;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;Mata;2244187;HOSPITAL DE MATA;;HOSPITAL DE CARIDADE DE MATA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.565508;-54.462224;Hospital; ;97410-000;RUA GENERAL OSORIO, 208 - CENTRO;;ATIVO
1562;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;4521218;DAY HOSPITAL MOINHOS DE VENTO PONTAL C CIRURG AMBUL;;ASSOCIACAO HOSPITALAR MOINHOS DE VENTO;62;HOSPITAL/DIA - ISOLADO;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.0793103;-51.2473909;Hospital;BLOCO HUB 5;90810240;AVENIDA PADRE CACIQUE, 2893 - CRISTAL;;ATIVO
1576;4310009;431000;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Ibirubá;5395674;HOSPITAL ANNES DIAS;;ASSOCIACAO HOSPITALAR ANNES DIAS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.632556;-53.090207;Hospital; ;98200-000;RUA DINIZ DIAS, 309 - CENTRO;;ATIVO
1603;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2223570;HOSPITAL DO CIRCULO;;CIRCULO OPERARIO CAXIENSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.153503;-51.173433;Hospital; ;95040-000;RUA ARCY DA ROCHA NOBREGA, 421 - JARDIM MARGARIDA;18.0;ATIVO
1604;4317202;431720;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Santa Rosa;2254611;HOSPITAL VIDA SAUDE;;ASSOCIACAO HOSPITAL CARIDADE SANTA ROSA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-27.866829;-54.485054;Hospital;CASA;98900-000;RUA DR FRANCISCO TIMM, 656 - CENTRO;10.0;ATIVO
1613;4303905;430390;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Campo Bom;2232073;HOSPITAL DE CAMPO BOM DR LAURO REUS;;HOSPITAL DE CARIDADE SAO ROQUE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.68748;-51.054845;Hospital; ;93700-000;RUA OSVALDO CRUZ, 116 - BELA VISTA;10.0;ATIVO
1615;4301008;430100;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Arroio do Meio;2252198;HOSPITAL SAO JOSE ARROIO DO MEIO;;SOCIEDADE SULINA DIVINA PROVIDENCIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.401473;-51.947323;Hospital; ;95940-000;RUA JULIO DE CASTILHOS, 314 - CENTRO;;ATIVO
1621;4315107;431510;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Porto Xavier;2259982;HOSPITAL DE PORTO XAVIER;;ASSOCIACAO HOSPITAL DE CARIDADE NOSSA SENHORA DOS NAVEGANTES;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.90336834;-55.13931742;Hospital; ;98995-000;RUA OSVALDO CRUZ, 555 - CENTRO;;ATIVO
1670;4321204;432120;462;Metropolitana;6;REGIÃO 06 - VALE DO PARANHANA E COSTA SERRA;01ª CRS;Taquara;2227932;HOSPITAL BOM JESUS;;ASSOCIACAO EDUCADORA SAO CARLOS AESC;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.644191;-50.778406;Hospital; ;95600-000;R EMILIO LUCIO ESTEVES, 1042 - SAGRADA FAMILIA;;ATIVO
1677;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2223589;CLINICA PROFESSOR PAULO GUEDES LTDA;;CLINICA PROFESSOR PAULO GUEDES LTDA;7;HOSPITAL ESPECIALIZADO;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.1135281;-51.0888787;Hospital;;95060-000;AVENIDA RIO BRANCO, 1554 - ANA RECH;;ATIVO
1687;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237601;HOSPITAL DE CLINICAS;;HOSPITAL DE CLINICAS DE PORTO ALEGRE;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-30.038638;-51.206436;Hospital;LARGO EDUARDO FARACO;90035-903;RUA RAMIRO BARCELOS, 2350 - SANTANA;82.0;ATIVO
1688;4311809;431180;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Marau;2246953;HOSPITAL CRISTO REDENTOR - MARAU;;ASSOCIACAO HOSPITALAR BENEFICENTE DE MARAU;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-28.447042;-52.193964;Hospital; ;99150-000;RUA BENTO GONCALVES, 10 - CENTRO;;ATIVO
1690;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;3567664;HOSPITAL ERNESTO DORNELLES;;HOSPITAL ERNESTO DORNELLES;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.047492;-51.211891;Hospital; ;90160-093;AV IPIRANGA, 1801 - AZENHA;40.0;ATIVO
1701;4305900;430590;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Coronel Bicaco;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;;ASSOC HOSP SANTO ANTONIO DE PADUA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.715877;-53.702126;Hospital; ;98580-000;RUA FRANCISCO GOBBI, 510 - CENTRO;;ATIVO
1704;4319109;431910;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;São Martinho;2707608;HOSPITAL DE CARIDADE DE SAO MARTINHO;;SOCIEDADE CULTURAL SAO GREGORIO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;DUPLA;-27.708065;-53.964652;Hospital; ;98690-000;AV GETULIO VARGAS, 690 - CENTRO;;ATIVO
1719;4314407;431440;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pelotas;630284;CENTRO CLINICO PILTCHER LTDA;;CENTRO CLINICO PILTCHER LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-31.75799;-52.3374745;Hospital;;96020-080;ANDRADE NEVES, 3006 - CENTRO;;ATIVO
1722;4315206;431520;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Putinga;2252171;HOSPITAL DOUTOR OSCAR BENEVOLO;;ASSOCIACAO HOSPITALAR DOUTOR OSCAR BENEVOLO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.002048;-52.15951;Hospital; ;95975-000;RUA JULIO DE CASTILHOS, 452 - CENTRO;;ATIVO
1724;4322202;432220;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Tupanciretã;2244225;HOSPITAL DE CARIDADE BRASILINA TERRA;;ASSOCIACAO PROTETORA HOSPITAL DE CARIDADE BRAZILINA TERRA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.071557;-53.848879;Hospital; ;98170-000;AVN RIO BRANCO, 2 - CENTRO;;ATIVO
1735;4314407;431440;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pelotas;2252295;SOCIEDADE PORTUGUESA DE BENEFICENCIA;;SOCIEDADE PORTUGUESA DE BENEFICENCIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-31.77518;-52.345889;Hospital; ;96020-080;RUA ANDRADE NEVES, 915 - CENTRO;20.0;ATIVO
1752;4302808;430280;483;Vales;27;REGIÃO 27 - JACUÍ CENTRO;08ª CRS;Caçapava do Sul;2234416;HOSPITAL DE CARIDADE DR VICTOR LANG;;ASSOCIACAO HOSPITAL DE CARIDADE DR VICTOR LANG;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.516465;-53.4883;Hospital; ;96570-000;AV CORONEL CORIOLANO CASTRO, 920 - CENTRO;;ATIVO
1753;4306106;430610;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Cruz Alta;2263823;HOSPITAL SANTA LUCIA LTDA;;HOSPITAL SANTA LUCIA LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-28.639636;-53.607762;Hospital; ;98025-220;R CORONEL PILLAR, 748 - CENTRO;12.0;ATIVO
1759;4301602;430160;478;Sul;22;REGIÃO 22 - PAMPA;07ª CRS;Bagé;2261995;HOSPITAL UNIVERSITARIO URCAMP;;HOSPITAL UNIVERSITARIO URCAMP;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-31.3329856;-54.1026512;Hospital; ;96400-350;RUA FLORES DA CUNHA, 169 - CENTRO;;ATIVO
1763;4316105;431610;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Ronda Alta;2235420;ASSOCIACAO HOSPITALAR DE RONDA ALTA;;ASSOCIACAO HOSPITALAR DE RONDA ALTA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.782808;-52.801821;Hospital;PREDIO;99670-000;TRAVESSA SAO JORGE, 38 - CENTRO;;ATIVO
1768;4307005;430700;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Erechim;2707918;FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM;;FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;DUPLA;-27.635994;-52.282919;Hospital; ;99700-048;RUA ITALIA, 919 - CENTRO;16.0;ATIVO
1773;4319802;431980;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;São Vicente do Sul;2244136;HOSPITAL DE SAO VICENTE DO SUL;;PREFEITURA MUNICIPAL DE SAO VICENTE DO SUL;63;HOSPITAL/DIA - ISOLADO;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-29.695094;-54.671594;Hospital; ;97420-000;RUA ANTONIO GOMES, 386 - CENTRO;;ATIVO
1774;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;3356868;HOSPITAL UNIMED CAXIAS DO SUL;;UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SMEDLTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.16466;-51.200877;Hospital; ;95013-000;RUA CARLOS BIANCHINI, 1744 - MARECHAL FLORIANO;20.0;ATIVO
1782;4302402;430240;486;Vales;30;REGIÃO 30 - VALE DA LUZ;16ª CRS;Bom Retiro do Sul;2252023;HOSPITAL DE CARIDADE SANTANA BOM RETIRO DO SUL;;ASSOCIACAO CRUZEIRAS DE SAO FRANCISCO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.603367;-51.940664;Hospital; ;95870-000;RUA ANTONIO MORAES VIEGAS, 133 - CENTRO;;ATIVO
1786;4314472;431447;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Pinhal Grande;2244209;CASA DE SAUDE SAO JOSE;;CASA DE SAUDE SAO JOSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.347122;-53.307757;Hospital; ;98150-000;RUA CEZAR RUBIN, 324 - CENTRO;;ATIVO
1788;4304630;430463;460;Metropolitana;4;REGIÃO 04 - BELAS PRAIAS;18ª CRS;Capão da Canoa;2707969;HOSPITAL BENEFICIENTE SANTA LUZIA;;ASSOCIACAO EDUCADORA SAO CARLOS AESC;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.765551;-50.02426;Hospital; ;95555-000;RUA DOM LUIZ GUANELLA, 2864 - GIRASSOL;10.0;ATIVO
1797;4315602;431560;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Rio Grande;2707675;HOSPITAL UNIVERSITARIO DR MIGUEL RIET CORREA JUNIOR;;FUNDACAO DE APOIO HOSPITAL ENSINO RIO GRANDE;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;ESTADUAL;-32.029107;-52.102826;Hospital; ;96200-190;RUA VISCONDE DE PARANAGUA, 102 - CENTRO;6.0;ATIVO
1815;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2778718;HPS PORTO ALEGRE;;HOSPITAL DE PRONTO SOCORRO;7;HOSPITAL ESPECIALIZADO;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.036889;-51.209252;Hospital; ;90040-194;LARGO THEODORO HERLTZ, 0 - BOM FIM;20.0;ATIVO
1840;4305355;430535;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;Charqueadas;9528792;HOSPITAL DE CHARQUEADAS;;ASSOCIACAO HOSPITALAR VILA NOVA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.967029;-51.637711;Hospital; ;96745-000;RS 401, 1754 - JARDIM NOSSA SENHORA;;ATIVO
1861;4311403;431140;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Lajeado;2252287;HOSPITAL BRUNO BORN;;SOCIEDADE BENEFICENCIA E CARIDADE DE LAJEADO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.463181;-51.966526;Hospital; ;95900-000;AV BENJAMIN CONSTANT, 881 - CENTRO;26.0;ATIVO
1902;4322004;432200;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Triunfo;2227673;HOSPITAL DE CARIDADE SANTA RITA;;SOCIEDADE PARA FUND E MANUT DO HOSP DE CARIDADE SANTA RITA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.944485;-51.716568;Hospital; ;95840-000;RUA OSVALDO ARANHA, 128 - CENTRO;;ATIVO
1921;4316600;431660;474;Norte;18;REGIÃO 18 - ARAUCÁRIAS;06ª CRS;Sananduva;2246767;HOSPITAL SAO JOAO - SANANDUVA;;HOSPITAL BENEFICENTE SAO JOAO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.950941;-51.814621;Hospital; ;99840-000;AV SALZANO DA CUNHA, 9 - CENTRO;;ATIVO
1931;4318309;431830;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;São Gabriel;2248204;SANTA CASA DE SAO GABRIEL;;IRMANDADE DE SANTA CASA DE CARIDADE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-30.334405;-54.321044;Hospital; ;97300-000;RUA GENERAL MARQUES, 72 - CENTRO;12.0;ATIVO
1940;4315602;431560;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Rio Grande;4332490;HOSPITAL MONPORTO;;REDE DE SAUDE ACORES SA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-32.0491716;-52.1132732;Hospital;;96202336;AVENIDA PRESIDENTE VARGAS, 501 - SAO PAULO;;ATIVO
1941;4313508;431350;461;Metropolitana;5;REGIÃO 05 - BONS VENTOS;18ª CRS;Osório;2257815;HOSPITAL SAO VICENTE DE PAULO OSORIO;;ASSOCIACAO BENEFICENTE SAO VICENTE DE PAULO;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.886359;-50.265218;Hospital; ;95520-000;RUA JOAO SARMENTO, 391 - CAIU DO CEU;;ATIVO
1946;4309001;430900;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Giruá;2260069;HOSPITAL SAO JOSE GIRUA;;ASSOCIACAO DE LITERATURA E BENEFICENCIA;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-28.030681;-54.345701;Hospital; ;98870-000;AV PRESIDENTE VARGAS, 867 - CENTRO;;ATIVO
1971;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2237253;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE;;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO ALEGRE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-30.030253;-51.222617;Hospital; ;90020-090;R PROF ANNES DIAS, 295 - CENTRO;87.0;ATIVO
1993;4320602;432060;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Severiano de Almeida;2249499;HOSPITAL SAO ROQUE SEVERIANO DE ALMEIDA;;HOSPITAL SAO ROQUE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.43408;-52.115253;Hospital; ;99810-000;AV BRASIL, 61 - CENTRO;;ATIVO
1999;4310751;431075;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Ivorá;2244179;HOSPITAL DE IVORA;;SOCIEDADE HOSPITAL NOSSA SENHORA DA SAUDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-29.519898;-53.58075;Hospital; ;98160-000;RUA BENTO GONCALVES, 539 - CENTRO;;ATIVO
2020;4315800;431580;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Roca Sales;2252147;SOCIEDADE BENEFICENTE ROQUE GONZALES;;SOCIEDADE BENEFICENTE ROQUE GONZALES;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.283405;-51.869616;Hospital; ;95735-000;AV GENERAL OSORIO, 70 - CENTRO;;ATIVO
2023;4304804;430480;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Carlos Barbosa;2241137;HOSPITAL BENEFICENTE SAO ROQUE;;HOSPITAL BENEFICENTE SAO ROQUE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.295893;-51.498198;Hospital; ;95185-000;AV PRESIDENTE KENNEDY, 343 - AURORA;;ATIVO
2033;4317806;431780;469;Missioneira;13;REGIÃO 13 - DIVERSIDADE;17ª CRS;Santo Augusto;2261065;HOSPITAL BOM PASTOR SANTO AUGUSTO;;ASSOCIACAO HOSPITALAR BOM PASTOR;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.853703;-53.775893;Hospital; ;98590-000;RUA INDEPENDENCIA, 73 - CENTRO;;ATIVO
2036;4309100;430910;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Gramado;2241153;HOSPITAL ARCANJO SAO MIGUEL;;ASSOCIACAO FRANCISCANA DE ASSISTENCIA A SAUDE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-29.376916;-50.870175;Hospital; ;95670-000;RUA MADRE VERONICA, 396 - CENTRO;10.0;ATIVO
2046;4315909;431590;471;Norte;15;REGIÃO 15 - CAMINHO DAS ÁGUAS;02ª CRS;Rodeio Bonito;2228734;HOSPITAL SAO JOSE RODEIO BONITO;;ASSOCIACAO HOSPITALAR SAO JOSE;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;ESTADUAL;-27.471505;-53.168809;Hospital;PREDIO;98360-000;RUA JULIO DE CASTILHOS, 290 - CENTRO;;ATIVO
2059;4316436;431643;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Saldanha Marinho;2263874;HOSPITAL MUNICIPAL SALDANHA MARINHO;;HOSPITAL MUNICIPAL SALDANHA MARINHO;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.391326;-53.098474;Hospital; ;98250-000;RUA PRESTES GUIMARAES, 591 - CENTRO;;ATIVO
2074;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2223597;HOSPITAL SAUDE;;HOSPITAL SAUDE LTDA;5;HOSPITAL GERAL;ENTIDADES EMPRESARIAIS;MUNICIPAL;-29.164654;-51.183509;Hospital; ;95020-450;RUA VINTE DE SETEMBRO, 2311 - CENTRO;10.0;ATIVO
2076;4314407;431440;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pelotas;2253054;SANTA CASA DE MISERICORDIA DE PELOTAS;;SANTA CASA DE MISERICORDIA DE PELOTAS;5;HOSPITAL GERAL;ENTIDADES SEM FINS LUCRATIVOS;MUNICIPAL;-31.765436;-52.346658;Hospital; ;96015-290;PCA PIRATININO DE ALMEIDA, 53 - CENTRO;17.0;ATIVO
2087;4317004;431700;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Santana da Boa Vista;2913267;HOSPITAL MUNICIPAL SANTANA DA BOA VISTA;;MUNICIPIO DE SANTANA DA BOA VISTA;5;HOSPITAL GERAL;ADMINISTRAÇÃO PÚBLICA;ESTADUAL;-30.87368;-53.1120548;Hospital;;96590-000;RUA 6 DE MAIO, 123 - CENTRO;;ATIVO
