objectid;restricao;escola;codigo_inep;municipio;localizacao;localidade_dif;endereco;telefone;porte_escola;etapas_modalidade;outras_ofertas_educ;latitude;longitude;cre;classif_porte;cod_idt;tp;cod_ibge_mun;ens_medio_tempo_integral;tp_risco
6406;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED FREI PLACIDO;43019030;Bagé;Urbana;A escola não está em área de localização diferenciada;AV GEN MALLET 1, 1 CENTRO. 96422-000 Bagé - RS.;(53) 32425870;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-30.01509;-51.16678;13;5;1903;Escola Regular;4301602;0;Sem Risco Mapeado
6410;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED GUARANI;43038271;Canoas;Urbana;A escola não está em área de localização diferenciada;R CAIRU 2260, 2260 FATIMA. 92200-664 Canoas - RS.;(51) 34725167;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;;-31.4033861;-52.80966731;27;5;3827;Escola Regular;4304606;0;Sem Risco Mapeado
6412;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS PROFESSOR HERMENEGILDO;43156231;Três Forquilhas;Urbana;A escola não está em área de localização diferenciada;AV PROF JUSTINO ALBERTO TIETBOHL 587 PREDIO, 587 PREDIO. CENTRO. 95575-000 Três Forquilhas - RS.;(51) 36285270;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.70519142;-51.12383965;11;4;15623;Escola Regular;4321832;0;Sem Risco Mapeado
6431;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED IRMAO JOSE OTAO;43043534;Caxias do Sul;Urbana;A escola não está em área de localização diferenciada;R LUIZ ANTUNES 807, 807 PANAZZOLO. 95080-000 Caxias do Sul - RS.;(54) 32132208;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-30.07068;-51.10595;4;5;4353;Escola Regular;4305108;0;Sem Risco Mapeado
6433;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED CAPAO NOVO;43038875;Capão da Canoa;Urbana;A escola não está em área de localização diferenciada;R BEM TE VI 1400 PREDIO, 1400 PREDIO. CAPAO NOVO. 95555-000 Capão da Canoa - RS.;(51) 36213179;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-30.10211;-51.06754;11;5;3887;Escola Regular;4304630;0;Sem Risco Mapeado
6437;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN CACIQUE SEPE;43080367;Jóia;Rural;A escola não está em área de localização diferenciada;VL SAO PEDRO DO PONTAO SN, SN INTERIOR. 98180-000 Jóia - RS.;;Até 50 matrículas de escolarização;Ensino Fundamental;;-29.7168218;-50.2404606;36;2;8036;Escola Regular;4311155;0;Sem Risco Mapeado
6441;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED PROFESSORA GLADI MACHADO GARCIA;43027679;Caçapava do Sul;Rural;A escola não está em área de localização diferenciada;R 02 DE SETEMBRO 3712 PREDIO, 3712 PREDIO. MINAS DO CAMAQUA. 96570-000 Caçapava do Sul - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-28.6403552;-53.6085354;13;3;2767;Escola Regular;4302808;0;Sem Risco Mapeado
6442;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN MARECHAL RONDON;43123368;Santa Maria;Urbana;A escola não está em área de localização diferenciada;R OTELO ROSA 230, 230 SALGADO FILHO. 97043-450 Santa Maria - RS.;;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-32.00677;-52.11533;8;4;12336;Escola Regular;4316907;0;Sem Risco Mapeado
6456;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS LAURA KLAUDAT;43160980;Tunas;Urbana;A escola não está em área de localização diferenciada;R RODOLFO JACOB JOST 135 PREDIO, 135 PREDIO. CENTRO. 99330-000 Tunas - RS.;(51) 37671106;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-30.92507519;-55.42780608;25;4;16098;Escola Regular;4322152;0;Sem Risco Mapeado
6460;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED CASTRO ALVES;43095658;São José das Missões;Urbana;A escola não está em área de localização diferenciada;AV 20 DE MARCO 1956 PREDIO, 1956 PREDIO. CENTRO. 98325-000 São José das Missões - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-29.95597;-51.10274;20;3;9565;Escola Regular;4318457;1;Sem Risco Mapeado
6461;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EST EDUC DR WALTER THOFEHRN;43140661;São Lourenço do Sul;Urbana;A escola não está em área de localização diferenciada;AV MAL FLORIANO PEIXOTO 1109, 1109 CENTRO. 96170-000 São Lourenço do Sul - RS.;(53) 32511808;Entre 201 e 500 matrículas de escolarização;Ensino Médio, Educação Profissional;;-29.52481262;-50.7797355;5;4;14066;Escola Regular;4318804;1;Risco Hidrológico
6462;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;E E IND ENS FUN MARECHAL CANDIDO RONDON;43131778;São Valério do Sul;Rural;Terra indígena;ALD POSTO INDIGENA INHACORA SN INTERIOR, SN INTERIOR. INTERIOR. 98595-000 São Valério do Sul - RS.;;Entre 201 e 500 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-30.10149;-51.24529;21;4;13177;Escola Indígena;4319737;0;Sem Risco Mapeado
6466;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN GUARDA MARINHA GREENHALGH;43113516;Rio Grande;Urbana;A escola não está em área de localização diferenciada;R RUA CRISTOVAO JAQUES 369, 369 NOSSA SENHORA DOS NA. 96202-670 Rio Grande - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-29.7654793;-50.0190907;18;3;11351;Escola Regular;4315602;0;Sem Risco Mapeado
6470;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST ESTADUAL PROF VICENTE LUIZ FERREIRA;43152210;Sentinela do Sul;Urbana;A escola não está em área de localização diferenciada;R JOAQUIM R BARBOSA 165, 165 CENTRO. 96765-000 Sentinela do Sul - RS.;;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-31.33979984;-54.09255298;12;4;15221;Escola Regular;4320354;0;Sem Risco Mapeado
6473;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL PADRE RAMBO;43108962;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;AV AVENIDA BENTO GONCALVES 1731, 1731 PARTENON. 90650-002 Porto Alegre - RS.;(51) 33363066;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;;-28.5458439;-54.5480097;1;5;10896;Escola Regular;4314902;0;Sem Risco Mapeado
6475;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN DR ARNALDO FARIAS;43019722;Bagé;Urbana;A escola não está em área de localização diferenciada;AV GAL MALLET 997, 997 SAO SEBASTIAO. 96422-000 Bagé - RS.;(53) 32421573;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-29.92273;-51.06342;13;3;1972;Escola Regular;4301602;0;Sem Risco Mapeado
6483;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED DYONELIO MACHADO;43182135;Esteio;Urbana;A escola não está em área de localização diferenciada;AV PADRE ANTONIO VIEIRA 787, 787 VILA OLIMPICA. 93285-120 Esteio - RS.;(51) 34599330;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-31.76966626;-53.95715494;27;3;18213;Escola Regular;4307708;1;Sem Risco Mapeado
6485;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ALVARO MOREYRA;43038166;Canoas;Urbana;A escola não está em área de localização diferenciada;R HERMES DA FONSECA SN, SN RIO BRANCO. 92200-150 Canoas - RS.;(51) 37850260;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-29.94168099;-50.97089893;27;4;3816;Escola Regular;4304606;0;Sem Risco Mapeado
6486;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;E E IND ENS FUN DAVI RYGJO FERNANDES;43112129;Redentora;Rural;Terra indígena;ALD SETOR MISSAO INDIGENA 00 PREDIO, 00 PREDIO. TI GUARITA. 98550-000 Redentora - RS.;;Entre 51 e 200 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos;;-27.88621781;-52.22803108;21;3;11212;Escola Indígena;4315404;0;Sem Risco Mapeado
6488;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED PROVINCIA DE MENDOZA;43043119;Caxias do Sul;Urbana;A escola não está em área de localização diferenciada;TRV SOLFERINO 1667 0, 1667 0. CRUZEIRO. 95076-420 Caxias do Sul - RS.;(54) 32127550;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-27.9375684;-52.9245315;4;5;4311;Escola Regular;4305108;0;Sem Risco Mapeado
6496;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ONOFRE PIRES;43108725;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;BC BECO DO DAVID 269, 269 LOMBA DO PINHEIRO. 91550-160 Porto Alegre - RS.;(51) 33195333;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-30.1628744;-51.1454685;1;4;10872;Escola Regular;4314902;0;Sem Risco Mapeado
6499;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN DR PACHECO PRATES;43106293;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;PCA NOSSA SENHORA DE BELEM SN, SN BELEM VELHO. 91712-240 Porto Alegre - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-27.12339823;-53.05102045;1;5;10629;Escola Regular;4314902;0;Risco de Movimento de Massa
6503;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NUCL E EJA E CP DE LAJEADO;43169287;Lajeado;Urbana;A escola não está em área de localização diferenciada;R JULIO DE CASTILHOS 592 AP 01 E 02, 592 AP 01 E 02. CENTRO. 95900-170 Lajeado - RS.;(51) 37486786;Entre 51 e 200 matrículas de escolarização;Educação de Jovens Adultos;;-27.55193391;-53.50374641;3;3;16928;Escola Regular;4311403;0;Risco Hidrológico
6508;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED NAURA TEIXEIRA PINHEIRO;43123350;Santa Maria;Urbana;A escola não está em área de localização diferenciada;R RUA JOAO FRANCISCATTO 15, 15 SAO JOSE. 97095-745 Santa Maria - RS.;(55) 32265733;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-28.38081717;-54.06522692;8;5;12335;Escola Regular;4316907;0;Sem Risco Mapeado
6515;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL AUGUSTO MEYER;43070256;Guaíba;Urbana;A escola não está em área de localização diferenciada;R RUA PANTALEAO TELLES 431, 431 ERMO. 92702-730 Guaíba - RS.;(51) 34805031;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-30.16650507;-51.14175947;12;5;7025;Escola Regular;4309308;0;Sem Risco Mapeado
6516;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL PROFESSOR NICOLAU CHIAVARO NETO;43069690;Gravataí;Urbana;A escola não está em área de localização diferenciada;AV ELI CORREA 366, 366 PARQUE DOS ANJOS. 94185-452 Gravataí - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.847934;-51.1741231;28;5;6969;Escola Regular;4309209;0;Risco Hidrológico
6518;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED AFFONSO CHARLIER;43038409;Canoas;Urbana;A escola não está em área de localização diferenciada;R JOSE MAIA FILHO 1400, 1400 HARMONIA. 92310-500 Canoas - RS.;(51) 34775461;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;;-29.8842304;-51.17413422;27;5;3840;Escola Regular;4304606;0;Sem Risco Mapeado
6520;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST ESTADUAL CARDEAL ARCOVERDE;43098991;Passo Fundo;Urbana;A escola não está em área de localização diferenciada;R OLAVO BILAC 162, 162 PETROPOLIS. 99050-050 Passo Fundo - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.7533498;-50.0161386;7;5;9899;Escola Regular;4314100;1;Sem Risco Mapeado
6521;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EST EDUC MAURICIO CARDOSO;43150608;Soledade;Urbana;A escola não está em área de localização diferenciada;AV JULIO DE CASTILHOS 1023, 1023 CENTRO. 99300-000 Soledade - RS.;(54) 33814581;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-30.17897744;-51.17666468;25;5;15060;Escola Regular;4320800;0;Sem Risco Mapeado
6522;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN JOSE VENZON EBERLE;43043640;Caxias do Sul;Urbana;A escola não está em área de localização diferenciada;R STEFANO ANDREIS 227, 227 BELA VISTA. 95076-390 Caxias do Sul - RS.;(54) 32222460;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-29.6448859;-51.14604211;4;4;4364;Escola Regular;4305108;0;Sem Risco Mapeado
6523;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED CARLOS DRUMMOND DE ANDRADE;43013929;Alvorada;Urbana;A escola não está em área de localização diferenciada;R WENCESLAU ESCOBAR 310, 310 JARDIM ALVORADA. 94853-830 Alvorada - RS.;(51) 89094296;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.27250273;-51.68512557;28;5;1392;Escola Regular;4300604;0;Sem Risco Mapeado
6531;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;U EST ENS FUND PRINCESA ISABEL 6 A 9 SERIE;43160298;Tucunduva;Urbana;A escola não está em área de localização diferenciada;R DUQUE DE CAXIAS 1107 S/INF, 1107 S/INF. CENTRO. 98930-000 Tucunduva - RS.;(55) 35421068;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-27.63636858;-53.95017331;17;3;16029;Escola Regular;4322103;0;Sem Risco Mapeado
6532;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ALBERTO PASQUALINI;43098282;Passo Fundo;Urbana;A escola não está em área de localização diferenciada;AV ASPIRANTE JENNER 334 PREDIO, 334 PREDIO. SANTA MARIA. 99074-360 Passo Fundo - RS.;(54) 33153737;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-28.26709823;-52.38637724;7;5;9828;Escola Regular;4314100;0;Sem Risco Mapeado
6536;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED MONSENHOR SEGER;43016057;Travesseiro;Urbana;A escola não está em área de localização diferenciada;R RAINOLDO HEINECK 1915, 1915 CENTRO. 95948-000 Travesseiro - RS.;(51) 37591033;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-29.9204;-51.14561;3;3;1605;Escola Regular;4321626;0;Sem Risco Mapeado
6538;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN CARLOS FETTER;43061664;Farroupilha;Urbana;A escola não está em área de localização diferenciada;ROD RODOVIA RSC453 2050, 2050 NOVA VICENZA. 95174-000 Farroupilha - RS.;(54) 32615201;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-29.98619628;-51.30944153;4;3;6166;Escola Regular;4307906;0;Sem Risco Mapeado
6539;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED CORONEL CIRO CARVALHO DE ABREU;43029213;Cachoeira do Sul;Urbana;A escola não está em área de localização diferenciada;R DOM FELICIANO 300, 300 MEDIANEIRA. 96503-300 Cachoeira do Sul - RS.;(51) 37231631;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio;;-31.43977105;-53.09947337;24;4;2921;Escola Regular;4303004;1;Sem Risco Mapeado
6541;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN HUMBERTO DE CAMPOS;43060021;Estância Velha;Urbana;A escola não está em área de localização diferenciada;R RUA JOSE DO PATROCINIO 67, 67 CENTRO. 93600-140 Estância Velha - RS.;(51) 35511014;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-29.70050391;-53.75936671;2;3;6002;Escola Regular;4307609;0;Sem Risco Mapeado
6543;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED PROTASIO ALVES;43098819;Passo Fundo;Urbana;A escola não está em área de localização diferenciada;AV BRASIL LESTE SN PREDIO, SN PREDIO. CENTRO. 99010-001 Passo Fundo - RS.;(54) 33134411;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-27.85457102;-54.52999898;7;5;9881;Escola Regular;4314100;0;Sem Risco Mapeado
6545;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS GENERAL NETO;43125700;Santana do Livramento;Urbana;A escola não está em área de localização diferenciada;R SENADOR SALGADO FILHO 604 CASA, 604 CASA. CENTRO. 97573-432 Sant'Ana do Livramento - RS.;(55) 32423025;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;Atendimento Educacional Especializado;-30.8539945;-51.7906935;19;5;12570;Escola Regular;4317103;0;Sem Risco Mapeado
6550;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED ELISA TRAMONTINA;43040357;Carlos Barbosa;Urbana;A escola não está em área de localização diferenciada;R JOSE RAIMUNDO CARLOTTO 329, 329 VILA NOVA. 95185-000 Carlos Barbosa - RS.;(54) 34611736;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.92477669;-51.07988876;16;5;4035;Escola Regular;4304804;0;Sem Risco Mapeado
6551;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EST EDUC JULIO CESAR RIBEIRO DE SOUZA;43013732;Alvorada;Urbana;A escola não está em área de localização diferenciada;AV PRESIDENTE GETULIO VARGAS 566, 566 BELA VISTA. 94810-000 Alvorada - RS.;(51) 34831341;Mais de 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação Profissional;;-30.54489613;-51.8168529;28;6;1373;Escola Regular;4300604;0;Sem Risco Mapeado
6554;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ED BAS ERICO VERISSIMO;43079024;Jacutinga;Urbana;A escola não está em área de localização diferenciada;AV LUIS DORIGON 39, 39 CENTRO. 99730-000 Jacutinga - RS.;(54) 33681293;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-30.0368176;-51.2089887;15;4;7902;Escola Regular;4310900;0;Sem Risco Mapeado
6559;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC TECNICA EST JOSE FEIJO;43105173;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R ENEAS FLORES 55, 55 RUBEM BERTA. 91250-476 Porto Alegre - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Médio, Educação Profissional;;-29.69204;-53.78079;1;5;10517;Escola Regular;4314902;0;Sem Risco Mapeado
6564;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;INST EST EDUC BERNARDINO ANGELO;43052797;Dom Pedrito;Urbana;A escola não está em área de localização diferenciada;R SETE DE SETEMBRO 1309, 1309 CENTRO. 96450-000 Dom Pedrito - RS.;;Entre 501 e 1000 matrículas de escolarização;Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos;Atendimento Educacional Especializado;-29.84228757;-51.25923649;13;5;5279;Escola Regular;4306601;0;Sem Risco Mapeado
6566;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;E E IND ENS FUN HERCULANO JOAQUIM;43112196;Redentora;Rural;Terra indígena;LIN LARANJEIRA SN, SN 98555-000 Redentora - RS.;;Até 50 matrículas de escolarização;Educação Infantil, Ensino Fundamental;;-31.7212485;-52.3052755;21;2;11219;Escola Indígena;4315404;0;Sem Risco Mapeado
6571;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN DR PEDRO ALEXANDRINO DE BORBA;43114784;Rio Pardo;Urbana;A escola não está em área de localização diferenciada;R SANTO ANTONIO 241, 241 N SRA ROSARIO. 96640-000 Rio Pardo - RS.;(51) 37312477;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-31.3249435;-54.1073127;6;4;11478;Escola Regular;4315701;0;Sem Risco Mapeado
6581;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN MANOEL DA SILVA PACHECO;43032117;Camaquã;Urbana;A escola não está em área de localização diferenciada;R RUA ACINDINO INACIO DIAS 727, 727 OLARIA. 96785-196 Camaquã - RS.;(51) 36712664;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-29.16332345;-51.51641845;12;4;3211;Escola Regular;4303509;0;Sem Risco Mapeado
6582;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED JOAO PEDRO NUNES;43136257;São Gabriel;Urbana;A escola não está em área de localização diferenciada;AV FRANCISCO CHAGAS 2491 ESCOLA, 2491 ESCOLA. VILA LIMA. 97310-762 São Gabriel - RS.;;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio;Atendimento Educacional Especializado;-29.1598769;-51.5243509;19;5;13625;Escola Regular;4318309;1;Sem Risco Mapeado
6587;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN MARIA LUIZA DA ROCHA PIRES;43066275;General Câmara;Rural;A escola não está em área de localização diferenciada;ESTR RS 130 LOCALIDADE DA VOLTA DO FREITAS S/N, S/N INTERIOR. 95820-000 General Câmara - RS.;;Até 50 matrículas de escolarização;Ensino Fundamental;;-28.147403;-54.7413699;12;2;6627;Escola Regular;4308805;0;Sem Risco Mapeado
6592;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ORESTES PAIVA COUTINHO;43037348;Canguçu;Rural;A escola não está em área de localização diferenciada;EST ARMADA S/N, S/N 5 DISTRITO ARMADA. 96600-000 Canguçu - RS.;;Até 50 matrículas de escolarização;Ensino Fundamental;;-31.20234391;-52.76705708;5;2;3734;Escola Regular;4304507;0;Sem Risco Mapeado
6597;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN PADRE PAULO JACQUES;43098266;Passo Fundo;Rural;A escola não está em área de localização diferenciada;ETR AREA RURAL SN, SN AREA RURAL DE PASSO. 99125-000 Passo Fundo - RS.;;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-28.8407715;-51.8848943;7;3;9826;Escola Regular;4314100;0;Sem Risco Mapeado
6600;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN MANUEL BANDEIRA;43146104;Sapucaia do Sul;Urbana;A escola não está em área de localização diferenciada;R TOCANTINS 100, 100 FELIZ. 93212-680 Sapucaia do Sul - RS.;(51) 34502095;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-30.01906;-51.15573;27;3;14610;Escola Regular;4320008;0;Sem Risco Mapeado
6612;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN SENADOR PASQUALINI;43052851;Dom Pedrito;Urbana;A escola não está em área de localização diferenciada;R PROF PAMPLONA 771, 771 GETULIO VARGAS. 96450-000 Dom Pedrito - RS.;(53) 32438749;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-28.82933261;-52.50988977;13;3;5285;Escola Regular;4306601;0;Sem Risco Mapeado
6615;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED NESTOR DE MOURA JARDIM;43070213;Guaíba;Urbana;A escola não está em área de localização diferenciada;R RUA ACRE SN, SN CENTRO. 92704-370 Guaíba - RS.;(51) 34808461;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos;Atendimento Educacional Especializado;-31.7809;-52.33455;12;5;7021;Escola Regular;4309308;0;Sem Risco Mapeado
6622;ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS FUN ALVARENGA PEIXOTO;43105823;Porto Alegre;Urbana;A escola não está em área de localização diferenciada;R SANTA RITA DE CASSIA 100, 100 ILHA DOS MARINHEIROS. 90090-260 Porto Alegre - RS.;(51) 32031470;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental, Educação de Jovens Adultos;Atendimento Educacional Especializado;-31.76297;-52.37429;1;4;10582;Escola Regular;4314902;0;Risco Hidrológico - Atingida em 2023
