;GmlId;objectid;cd_snisb;nm_barragem;nm_secundario;uso_principal;uf;municipio;risco;dano_potencial;nm_empreendedor;tp_empreendedor;org_fiscalizador;cd_bar_fiscalizador;regulada_pnsb;nm_autorizacao;pae;psb;rev_periodica;dt_ult_fiscalizacao;barragem_autuada;altura_fundacao_m;altura_terreno_m;capacidade_hm3;comp_coroamento_m;tp_material;uso_complementar;cd_curso_agua_barrado;nm_curso_agua;regiao_hidrografica;unidade_gestao;dt_ult_inspecao;tp_ult_inspecao;nv_perigo_global;possui_eclusa;fase_vida;latitude;longitude;completude_dados;barragem_outorgada;empreendedor_identificado;info_altura;maior_altura;faixa_altura;info_volume;fx_volume;info_altura_volume;classificada_cri;classificada_dpa;inspecao;fiscalização;mais_preocupa;n;sequencia;cd_ibge;nome_mun;corede;regiao_func;Shape
4124;Cadastro_SNISB_20230720.4125;4125;6710.0;# Santo Antônio Indústria de Piscinas LTDA;;Regularização de vazão;RS;SANTO ANTÔNIO DA PATRULHA;Não Classificado;Alto;Santo Antônio Indústria de Piscinas LTDA;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0801/13;;Não;Não;;Não;;0.0;0.04;640.0;Sem Informação;;7959894.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Gravataí;;;;;;-29.87972;-50.51556;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;9823.0;4317608;Santo Antônio da Patrulha;Metropolitano Delta do Jacuí;1;POINT (-50.51556000 -29.87972000)
4125;Cadastro_SNISB_20230720.4126;4126;6711.0;# Sociedade Técnica de Irrigação ;;Irrigação;RS;SANTO ANTÔNIO DA PATRULHA;Não Classificado;Alto;Sociedade Técnica de Irrigação ;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;;Sim;0702/07;;Não;Não;;Não;;0.0;2.75;1500.0;Sem Informação;;795976.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Litoral Médio;;;;;;-29.95972;-50.50722;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;9824.0;4317608;Santo Antônio da Patrulha;Metropolitano Delta do Jacuí;1;POINT (-50.50722000 -29.95972000)
4712;Cadastro_SNISB_20230720.4713;4713;20547.0;UHE Bugres - Blang;;Hidroelétrica;RS;SÃO FRANCISCO DE PAULA;Baixo;Alto;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;532;Sim;25;Sim;Sim;Não;;Não;19,3;19.3;13.8;507.0;Concreto ciclópico;;7964.0;Rio Caí;Região Hidrográfica ATLÂNTICO SUL;Caí;;;;;Operação;-29.3267;-50.6178;boa;Sim;Sim;Sim;19.3;"15 m &lt; h &lt; 30 m";Sim;Média;Sim;Sim;Sim;Não;Não;Não;1;10654.0;4318200;São Francisco de Paula;Hortênsias;3;POINT (-50.61780000 -29.32670000)
5035;Cadastro_SNISB_20230720.5036;5036;26019.0;Companhia Riograndense de Saneamento;;Abastecimento humano;RS;BUTIÁ;Médio;Alto;Companhia Riograndense de Saneamento;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;2018/016.667;Sim;D-001.254/2021;Não;Não;Não;;Não;7,35;7.35;0.44;0.0;Sem Informação;;7967142.0;Sanga da Cascata;Região Hidrográfica ATLÂNTICO SUL;Baixo Jacuí;;;;;;-30.1125;-51.94556;boa;Sim;Sim;Sim;7.35;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;11342.0;4302709;Butiá;Centro Sul;1;POINT (-51.94556000 -30.11250000)
5041;Cadastro_SNISB_20230720.5042;5042;24262.0;CGH Carlos Bevilácqua - CARLOS BEVILACQUA;;Hidroelétrica;RS;ERVAL SECO;Alto;Baixo;CRELUZ - COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;1500;Não;7VYVd36Pe8dKlMh;;Não;Não;;Não;4,5;2.0;0.032;55.0;Concreto convencional;;827564.0;Rio Fortaleza;Região Hidrográfica do URUGUAI;Várzea;;;;;Operação;-27.5981;-53.3858;ótima;Sim;Sim;Sim;4.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;11559.0;4307302;Erval Seco;Médio Alto Uruguai;9;POINT (-53.38580000 -27.59810000)
5042;Cadastro_SNISB_20230720.5043;5043;24134.0;CGH Ivaí - Ivai;;Hidroelétrica;RS;JÚLIO DE CASTILHOS;Alto;Baixo;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;2805;Não;C98lBnF9IZeeKM9;;Não;Não;;Não;7;7.0;0.05;153.0;Concreto convencional;;796956.0;Rio Ivaí;Região Hidrográfica ATLÂNTICO SUL;Alto Jacuí;;;;;Operação;-29.1269;-53.3547;ótima;Sim;Sim;Sim;7.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;11618.0;4311205;Júlio de Castilhos;Central;8;POINT (-53.35470000 -29.12690000)
5044;Cadastro_SNISB_20230720.5045;5045;24162.0;CGH Sede (Ijuí) - Usina Velha;;Hidroelétrica;RS;IJUÍ;Alto;Baixo;DEPARTAMENTO MUNICIPAL DE ENERGIA DE IJUÍ;Empresas em Geral - Privado;Agência Nacional de Energia Elétrica - ANEEL;2979;Não;107-2000;;Não;Não;;Não;2,6;1.6;0.01;48.0;Concreto convencional;;82746.0;Rio Potiribu;Região Hidrográfica do URUGUAI;Ijuí;;;;;;-28.3553;-53.8936;ótima;Sim;Sim;Sim;2.6;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Sim;Sim;Não;Não;Não;1;11645.0;4310207;Ijuí;Noroeste Colonial;7;POINT (-53.89360000 -28.35530000)
5058;Cadastro_SNISB_20230720.5059;5059;170.0;0117/2007;;Irrigação;RS;ARAMBARÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;19410500063;Sim;0117/2007;;Não;Não;;Não;2,4;2.4;0.27;0.0;Sem Informação;;797524.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.83556;-51.60083;mínima;Sim;Sim;Sim;2.4;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;11975.0;4300851;Arambaré;Centro Sul;1;POINT (-51.60083000 -30.83556000)
5059;Cadastro_SNISB_20230720.5060;5060;270.0;0968/07;;Irrigação;RS;SÃO LOURENÇO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,3713050007e+11;Sim;0968/07;;Não;Não;;Não;1,4;1.4;0.11;0.0;Sem Informação;;79778.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-31.42389;-52.07333;mínima;Sim;Sim;Sim;1.4;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;11976.0;4318804;São Lourenço do Sul;Sul;5;POINT (-52.07333000 -31.42389000)
5063;Cadastro_SNISB_20230720.5064;5064;187.0;0362/12;;Irrigação;RS;SÃO GABRIEL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,476705671e+11;Sim;0362/12;;Não;Não;;Não;8;8.0;0.86;0.0;Sem Informação;;82691842.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.5775;-54.58583;mínima;Sim;Sim;Sim;8.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;11992.0;4318309;São Gabriel;Fronteira Oeste;6;POINT (-54.58583000 -30.57750000)
5067;Cadastro_SNISB_20230720.5068;5068;282.0;1347/2007;;Irrigação;RS;ARAMBARÉ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;60730500075;Sim;1347/2007;;Não;Não;;Não;2,5;2.5;0.58;0.0;Sem Informação;;797524.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-30.85306;-51.63;mínima;Sim;Sim;Sim;2.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12001.0;4300851;Arambaré;Centro Sul;1;POINT (-51.63000000 -30.85306000)
5069;Cadastro_SNISB_20230720.5070;5070;177.0;0515/08;;Irrigação;RS;SÃO LOURENÇO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;74700500077;Sim;0515/08;;Não;Não;;Não;3,28;3.28;0.19;0.0;Sem Informação;;79778.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-31.41361;-52.02056;mínima;Sim;Sim;Sim;3.28;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12004.0;4318804;São Lourenço do Sul;Sul;5;POINT (-52.02056000 -31.41361000)
5070;Cadastro_SNISB_20230720.5071;5071;178.0;0522/11;;Irrigação;RS;SÃO LOURENÇO DO SUL;Não Classificado;Alto;Sol Agrícola Ltda;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,2150056711e+11;Sim;0522/11;;Não;Não;;Não;4,5;4.5;0.07;0.0;Sem Informação;;797614.0;Arroio Santa Isabel;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-31.17361;-51.96194;média;Sim;Sim;Sim;4.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12005.0;4318804;São Lourenço do Sul;Sul;5;POINT (-51.96194000 -31.17361000)
5085;Cadastro_SNISB_20230720.5086;5086;1005.0;0407/2007;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;3920500077;Sim;0407/2007;;Não;Não;;Não;16,3;16.3;1.77;0.0;Sem Informação;;826128.0;Arroio Ijiquiquá;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.95167;-56.39389;mínima;Sim;Sim;Sim;16.3;"15 m &lt; h &lt; 30 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12078.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.39389000 -29.95167000)
5086;Cadastro_SNISB_20230720.5087;5087;1310.0;0968/07;;Irrigação;RS;SÃO LOURENÇO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,3713050007e+11;Sim;0968/07;;Não;Não;;Não;2,78;2.78;0.21;0.0;Sem Informação;Dessedentação Animal;7978.0;Arroio Grande;Região Hidrográfica ATLÂNTICO SUL;Camaquã;;;;;;-31.47025;-52.08936;mínima;Sim;Sim;Sim;2.78;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12083.0;4318804;São Lourenço do Sul;Sul;5;POINT (-52.08936000 -31.47025000)
5090;Cadastro_SNISB_20230720.5091;5091;1389.0;1145/07;;Irrigação;RS;JÓIA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;60870500078;Sim;1145/07;;Não;Não;;Não;6;6.0;0.303;0.0;Sem Informação;;8274258.0;SEM NOME;Região Hidrográfica do URUGUAI;Ijuí;;;;;;-28.86278;-54.01861;mínima;Sim;Sim;Sim;6.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12103.0;4311155;Jóia;Noroeste Colonial;7;POINT (-54.01861000 -28.86278000)
5100;Cadastro_SNISB_20230720.5101;5101;2020.0;1630/2009;;Irrigação;RS;QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;67590567099;Sim;1630/2009;;Não;Não;;Não;8;8.0;1.31;0.0;Sem Informação;;8246.0;Arroyo Garupá;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.17361;-56.08111;mínima;Sim;Sim;Sim;8.0;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12134.0;4315305;Quaraí;Fronteira Oeste;6;POINT (-56.08111000 -30.17361000)
5101;Cadastro_SNISB_20230720.5102;5102;2023.0;1657/2009;;Irrigação;RS;QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;87470567096;Sim;1657/2009;;Não;Não;;Não;6,3;6.3;0.72;0.0;Sem Informação;;824696.0;SEM NOME;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.26806;-56.1025;mínima;Sim;Sim;Sim;6.3;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12135.0;4315305;Quaraí;Fronteira Oeste;6;POINT (-56.10250000 -30.26806000)
5102;Cadastro_SNISB_20230720.5103;5103;2024.0;1657/2009;;Irrigação;RS;QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;87470567096;Sim;1657/2009;;Não;Não;;Não;4,3;4.3;0.197;0.0;Sem Informação;;824696.0;SEM NOME;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.26444;-56.10056;mínima;Sim;Sim;Sim;4.3;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12136.0;4315305;Quaraí;Fronteira Oeste;6;POINT (-56.10056000 -30.26444000)
5106;Cadastro_SNISB_20230720.5107;5107;1918.0;1056/07;;Irrigação;RS;BARRA DO QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;55050500071;Sim;1056/07;;Não;Não;;Não;8,5;8.5;0.627;0.0;Sem Informação;;824.0;Rio Quaraí;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.22333;-57.42778;mínima;Sim;Sim;Sim;8.5;"7,5 m &lt; h &lt; 15 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12151.0;4301875;Barra do Quaraí;Fronteira Oeste;6;POINT (-57.42778000 -30.22333000)
5112;Cadastro_SNISB_20230720.5113;5113;1937.0;0508/08;;Irrigação;RS;QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;2650567087;Sim;0508/08;;Não;Não;;Não;5;5.0;0.151;0.0;Sem Informação;;8246.0;Arroyo Garupá;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.23306;-56.16611;mínima;Sim;Sim;Sim;5.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12158.0;4315305;Quaraí;Fronteira Oeste;6;POINT (-56.16611000 -30.23306000)
5113;Cadastro_SNISB_20230720.5114;5114;1953.0;1578/09;;Irrigação;RS;BARRA DO QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;46860567093;Sim;1578/09;;Não;Não;;Não;6,8;6.8;0.805;0.0;Sem Informação;;824.0;Rio Quaraí;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.23583;-57.40861;mínima;Sim;Sim;Sim;6.8;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12159.0;4301875;Barra do Quaraí;Fronteira Oeste;6;POINT (-57.40861000 -30.23583000)
5123;Cadastro_SNISB_20230720.5124;5124;2098.0;1554/2006;;Irrigação;RS;INHACORÁ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;9020500053;Sim;1554/2006;;Não;Não;;Não;6,3;6.3;0.203;0.0;Sem Informação;;827528.0;Arroio Passo Fundo;Região Hidrográfica do URUGUAI;Turvo Santa Rosa Santo Cristo;;;;;;-27.99111;-54.04194;mínima;Sim;Sim;Sim;6.3;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12180.0;4310413;Inhacorá;Celeiro;7;POINT (-54.04194000 -27.99111000)
5125;Cadastro_SNISB_20230720.5126;5126;2067.0;121/14;;Irrigação;RS;BARRA DO QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;33030567129;Sim;121/14;;Não;Não;;Não;8,05;8.05;1.44;0.0;Sem Informação;;82412.0;Sanga do Salso;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.10472;-57.29944;mínima;Sim;Sim;Sim;8.05;"7,5 m &lt; h &lt; 15 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12182.0;4301875;Barra do Quaraí;Fronteira Oeste;6;POINT (-57.29944000 -30.10472000)
5135;Cadastro_SNISB_20230720.5136;5136;3011.0;833/2006;;Irrigação;RS;PASSO DO SOBRADO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1,0264050006e+11;Sim;833/2006;;Não;Não;;Não;3,5;3.5;0.078;0.0;Sem Informação;;0.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Taquari-Antas;;;;;;-29.70722;-52.19;mínima;Sim;Sim;Sim;3.5;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12244.0;4314076;Passo do Sobrado;Vale do Rio Pardo;2;POINT (-52.19000000 -29.70722000)
5143;Cadastro_SNISB_20230720.5144;5144;3090.0;668/2015;;Irrigação;RS;VALE VERDE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;59720567114;Sim;668/2015;;Não;Não;;Não;5,5;5.5;1.331;0.0;Sem Informação;;7966144.0;SEM NOME;Região Hidrográfica ATLÂNTICO SUL;Taquari-Antas;;;;;;-29.77417;-52.12472;mínima;Sim;Sim;Sim;5.5;"h &lt; 7,5 m";Sim;Pequena entre 1 e 3 hm³;Sim;Não;Sim;Não;Não;Não;1;12257.0;4322525;Vale Verde;Vale do Rio Pardo;2;POINT (-52.12472000 -29.77417000)
5165;Cadastro_SNISB_20230720.5166;5166;5484.0;*50600567091;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1731/2009;Sim;1731/2009;;Não;Não;;Não;;0.0;5.305;0.0;Terra;;82548.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.85722;-56.54111;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;12279.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.54111000 -29.85722000)
5166;Cadastro_SNISB_20230720.5167;5167;5487.0;*74050567130;;Irrigação;RS;ITAQUI;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1071/2015;Sim;1071/2015;;Não;Não;;Não;;0.0;0.201;0.0;Terra;;827112.0;SEM NOME;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.24167;-56.53694;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12280.0;4310603;Itaqui;Fronteira Oeste;6;POINT (-56.53694000 -29.24167000)
5168;Cadastro_SNISB_20230720.5169;5169;5892.0;*27590500076;;Irrigação;RS;SANT'ANA DO LIVRAMENTO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0969/07;Sim;0969/07;;Não;Não;;Não;;0.0;10.715;0.0;Terra;;8268942.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-31.04957;-55.12874;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;12282.0;4317103;Santana do Livramento;Fronteira Oeste;6;POINT (-55.12874000 -31.04957000)
5170;Cadastro_SNISB_20230720.5171;5171;5910.0;*23450567086;;Irrigação;RS;SANT'ANA DO LIVRAMENTO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;666/2008;Sim;666/2008;;Não;Não;;Não;;0.0;0.223;0.0;Terra;;8268.0;Rio Ibicuí da Armada;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.73471;-55.04938;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12284.0;4317103;Santana do Livramento;Fronteira Oeste;6;POINT (-55.04938000 -30.73471000)
5181;Cadastro_SNISB_20230720.5182;5182;5502.0;*36090500068;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0843/2006;Sim;0843/2006;;Não;Não;;Não;;0.0;0.685;0.0;Terra;;826128.0;Arroio Ijiquiquá;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-30.005;-56.49444;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12295.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.49444000 -30.00500000)
5182;Cadastro_SNISB_20230720.5183;5183;5515.0;*50030500075;;Irrigação;RS;URUGUAIANA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0994/07;Sim;0994/07;;Não;Não;;Não;;0.0;7.108;0.0;Terra;;82464.0;Sanga da Gameleira;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.085;-56.46806;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Média;Não;Não;Sim;Não;Não;Não;1;12297.0;4322400;Uruguaiana;Fronteira Oeste;6;POINT (-56.46806000 -30.08500000)
5183;Cadastro_SNISB_20230720.5184;5184;5934.0;*206000000000;;Irrigação;RS;ROSÁRIO DO SUL;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0847/2015;Sim;0847/2015;;Não;Não;;Não;;0.0;0.183;0.0;Terra;;826812.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.30389;-54.99889;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12301.0;4316402;Rosário do Sul;Fronteira Oeste;6;POINT (-54.99889000 -30.30389000)
5190;Cadastro_SNISB_20230720.5191;5191;5520.0;*4250567108;;Irrigação;RS;QUARAÍ;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0665/2010;Sim;0665/2010;;Não;Não;;Não;;0.0;1.436;0.0;Terra;;824.0;Rio Quaraí;Região Hidrográfica do URUGUAI;Quaraí;;;;;;-30.34694;-56.46444;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;12308.0;4315305;Quaraí;Fronteira Oeste;6;POINT (-56.46444000 -30.34694000)
5191;Cadastro_SNISB_20230720.5192;5192;5956.0;*3950500067;;Irrigação;RS;SÃO LUIZ GONZAGA;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;903/2006;Sim;903/2006;;Não;Não;;Não;6;0.0;0.152;0.0;Terra;;8272.0;Rio Piratini;Região Hidrográfica do URUGUAI;Piratinim;;;;;;-28.52722;-54.88861;mínima;Sim;Sim;Sim;6.0;"h &lt; 7,5 m";Sim;Pequena até 1 hm³;Sim;Não;Sim;Não;Não;Não;1;12311.0;4318903;São Luiz Gonzaga;Missões;7;POINT (-54.88861000 -28.52722000)
5202;Cadastro_SNISB_20230720.5203;5203;5983.0;*179000000000;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;1958/12;Sim;1958/12;;Não;Não;;Não;;0.0;0.309;0.0;Terra;;8268682.0;SEM NOME;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-30.80767;-54.84124;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12325.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.84124000 -30.80767000)
5203;Cadastro_SNISB_20230720.5204;5204;5993.0;*3960500078;;Irrigação;RS;DOM PEDRITO;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0290/2007;Sim;0290/2007;;Não;Não;;Não;;0.0;1.075;0.0;Terra;;82698.0;Arroio do Gusmão;Região Hidrográfica do URUGUAI;Santa Maria;;;;;;-31.3308;-54.79504;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 1 e 3 hm³;Não;Não;Sim;Não;Não;Não;1;12326.0;4306601;Dom Pedrito;Campanha;6;POINT (-54.79504000 -31.33080000)
5210;Cadastro_SNISB_20230720.5211;5211;5577.0;*2660500074;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0647/2007;Sim;0647/2007;;Não;Não;;Não;;0.0;4.378;0.0;Terra;;82612.0;Arroio Ibirocaí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.55972;-56.34278;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena entre 3 e 5 hm³;Não;Não;Sim;Não;Não;Não;1;12337.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.34278000 -29.55972000)
5211;Cadastro_SNISB_20230720.5212;5212;5584.0;*15600567093;;Irrigação;RS;ALEGRETE;Não Classificado;Alto;Sem Informação;Sem Informação;RS - Secretaria de Meio Ambiente e Infraestrutura - SEMA;0757/2009;Sim;0757/2009;;Não;Não;;Não;;0.0;0.117;0.0;Terra;;82612.0;Arroio Ibirocaí;Região Hidrográfica do URUGUAI;Ibicuí;;;;;;-29.59556;-56.32917;mínima;Sim;Sim;Não;0.0;Sem Informação;Sim;Pequena até 1 hm³;Não;Não;Sim;Não;Não;Não;1;12338.0;4300406;Alegrete;Fronteira Oeste;6;POINT (-56.32917000 -29.59556000)
