objectid;cod_ibge;cod_ses;cod_regiao_uf;macrorregiao_saude;regiao_saude;nome_regiao_saude;crs;municipio;cod_cnes;nome_da_unidade;telefone;nome_razao_social;cod_tipo_un;ds_tipo_un;ds_natureza;tp_gestao;latitude;longitude;equipamento;pics;rbc;raps;complemento;cep;endereco;status;tp_rede_raps
2448;4313300;431330;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Nova Prata;3774775;ESFSB M1 SAO CRISTOVAO;;PREFEITURA MUNICIPAL DE NOVA PRATA;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.8004415;-51.612082;UBS;0;0;Sem dispositivo específico de saúde mental;;95320-000;RUA SANTA LUCIA, 36 - SAO CRISTOVAO;ATIVO;Atenção Básica
2397;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2264617;UNIDADE DE SAUDE ASA BRANCA;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.98416216;-51.12120489;UBS;1;0;Sem dispositivo específico de saúde mental;;91140-010;RUA VINTE E CINCO DE OUTUBRO, 318 - SARANDI;ATIVO;Atenção Básica
2398;4306403;430640;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Dois Irmãos;7658281;ESF NAVEGANTES;;PREFEITURA MUNCIPAL DE DOIS IRMAOS;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.5906281;-51.0718824;UBS;1;0;Sem dispositivo específico de saúde mental;;93950-000;AV SAPIRANGA, 1515 - NAVEGANTES;ATIVO;Atenção Básica
2399;4300604;430060;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Alvorada;6543847;UBS JARDIM ALVORADA;(51) 34118039;PREFEITURA MUNICIPAL DE ALVORADA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.01998988;-51.0633239;UBS;0;0;Sem dispositivo específico de saúde mental;;94853-250;ESTRADA FREDERICO DIHL, 3170 - JARDIM ALVORADA;ATIVO;Atenção Básica
2401;4300406;430040;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Alegrete;3029239;ESF NOVA BRASILIA;;PREFEITURA MUNICIPAL DE ALEGRETE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.8000376;-55.7708425;UBS;0;0;Sem dispositivo específico de saúde mental;;97546-140;RUA IZABEL GARAIALDI PERES, 135 - NOVA BRASILIA;ATIVO;Atenção Básica
2402;4316907;431690;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Santa Maria;2935414;UNIDADE DE SAUDE PRISIONAL DE SANTA MARIA;;PREFEITURA MUNICIPAL DE SANTA MARIA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.66164395;-53.86989534;UBS;0;0;Sem dispositivo específico de saúde mental;;97175-000;RUA MANOEL ANTONIO DA ROSA, S/N - DISTRITO DE SANTO ANTAO;ATIVO;Atenção Básica
2403;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2223430;UBS SAO VITOR COHAB;;PREFEITURA MUNICIPAL DE CAXIAS DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.1952719;-51.1636742;UBS;0;0;Sem dispositivo específico de saúde mental;;95088-460;RUA DIRCEU CORSETTI, 230 - SAO VITOR COHAB;ATIVO;Atenção Básica
2404;4309100;430910;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Gramado;2238063;POSTO DE SAUDE DA FLORESTA;;PREFEITURA MUNICIPAL DE GRAMADO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.37411555;-50.88605172;UBS;1;0;Sem dispositivo específico de saúde mental;;95670-000;RUA SAO JOAO, 180 - FLORESTA;ATIVO;Atenção Básica
2405;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;2230941;UNIDADE BASICA DE SAUDE PRIMAVERA NH;;PREFEITURA MUNICIPAL DE NOVO HAMBURGO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.6868387;-51.1435005;UBS;1;0;Sem dispositivo específico de saúde mental;;93340-050;RUA BOA SAUDE, 618 - PRIMAVERA;ATIVO;Atenção Básica
2406;4308003;430800;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Faxinal do Soturno;2241935;POSTO DE SAUDE ESF SANTOS ANJOS;;PREFEITURA MUNICIPAL DE FAXINAL DO SOTURNO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.5850801;-53.4847363;UBS;1;0;Sem dispositivo específico de saúde mental;;97220-000;SANTOS ANJOS, S/N - INTERIOR;ATIVO;Atenção Básica
2408;4318408;431840;465;Metropolitana;9;REGIÃO 09 - CARBONÍFERA/COSTA DOCE;01ª CRS;São Jerônimo;215074;UNIDADE DE SAUDE DA FAMILIA ZILDO SIPPEL;;PREFEITURA MUNICIPAL DE SAO JERONIMO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.97334878;-51.73250726;UBS;0;0;Sem dispositivo específico de saúde mental;;96700-000;RUA LUIS DIAS CUNHA, 167 - PASSO DA AREIA;ATIVO;Atenção Básica
2409;4316808;431680;484;Vales;28;REGIÃO 28 - VINTE E OITO;13ª CRS;Santa Cruz do Sul;6894054;PRESIDIO REGIONAL DE SANTA CRUZ DO SUL;;MUNICIPIO DE SANTA CRUZ DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.742868;-52.4366444;UBS;0;0;Sem dispositivo específico de saúde mental;;96840-536;RUA DONA CARLOTA, 1184 - FAXINAL;ATIVO;Atenção Básica
2410;4319406;431940;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;São Pedro do Sul;2242702;UNIDADE ESF OLAVIO ROSA;;PREFEITURA MUNICIPAL DE SAO PEDRO DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.6163832;-54.1740475;UBS;0;0;Sem dispositivo específico de saúde mental;;97400-000;RUA CORONEL FROERICH, 225 - CENTRO;ATIVO;Atenção Básica
2411;4306973;430697;472;Norte;16;REGIÃO 16 - ALTO URUGUAI GAÚCHO;11ª CRS;Erebango;2249294;CENTRO DE SAUDE DE EREBANGO;;PREFEITURA MUNICIPAL DE EREBANGO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.85466955;-52.30273891;UBS;1;1;Sem dispositivo específico de saúde mental;;99920-000;RUA GREGORIO KRUKER, 57 - CENTRO;ATIVO;Atenção Básica
2414;4316451;431645;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Salto do Jacuí;3314715;POSTO DE SAUDE HARMONIA MENINO DEUS;;PREFEITURA MUNICIPAL DO SALTO DO JACUI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.0919954;-53.1965913;UBS;1;1;Sem dispositivo específico de saúde mental;;99440-000;AVENIDA PIO XII, 2904 - HARMONIA;ATIVO;Atenção Básica
2415;4322202;432220;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Tupanciretã;2241692;ESF 02 CARLINDA DA SILVA TIA CANDA;;PREFEITURA MUNICIPAL DE TUPANCIRETA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.0831116;-53.82561067;UBS;0;0;Sem dispositivo específico de saúde mental;;98170-000;RUA HUMAITA, 451 - GAUCHA;ATIVO;Atenção Básica
2416;4311403;431140;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Lajeado;2251329;ESTRATEGIA DE SAUDE DA FAMILIA SAO BENTO;;MUNICIPIO DE LAJEADO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.4558822;-52.0131376;UBS;0;0;Sem dispositivo específico de saúde mental;;95903-230;PRIMEIRO DE MAIO, 6727 - SAO BENTO;ATIVO;Atenção Básica
2417;4303905;430390;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Campo Bom;9062262;UNIDADE DE SAUDE DA FAMILIA FIRENZE;;PREFEITURA MUNICIPAL DE CAMPO BOM;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.66226056;-51.06704781;UBS;1;0;Sem dispositivo específico de saúde mental;;93700-000;BERTILO CANISIO SCHEIN, 180 - METZLER;ATIVO;Atenção Básica
2418;4322541;432254;482;Serra;26;REGIÃO 26 - UVA VALE;05ª CRS;Vale Real;3017575;ESF SEDE VALE REAL;;PREFEITURA MUNICIPAL DE VALE REAL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.3969908;-51.256318;UBS;1;1;Sem dispositivo específico de saúde mental;;95778-000;RUA DA EMANCIPACAO, 240 - CENTRO;ATIVO;Atenção Básica
2420;4320800;432080;475;Norte;19;REGIÃO 19 - BOTUCARAÍ;06ª CRS;Soledade;2245566;ESF IPIRANGA SOLEDADE;;MUNICIPIO DE SOLEDADE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.8440865;-52.5135852;UBS;0;0;Sem dispositivo específico de saúde mental;;99300-000;RUA RIO DE JANEIRO, 626 - IPIRANGA;ATIVO;Atenção Básica
2422;4314027;431402;457;Centro-Oeste;1;REGIÃO 01 - VERDES CAMPOS;04ª CRS;Paraíso do Sul;2234335;UNIDADE DE SAUDE SEDE PARAÍSO DO SUL;;PREFEITURA MINICIPAL DE PARAISO DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.7319546;-53.1786525;UBS;1;1;Sem dispositivo específico de saúde mental;;96530-000;AVENIDA AFONSO PENA, 105 - CENTRO;ATIVO;Atenção Básica
2424;4317301;431730;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Santa Vitória do Palmar;2232693;ESF BRASILIANO SANTA VITORIA DO PALMAR;;PREFEITURA MUNICIPAL DE SANTA VITORIA DO PALMAR;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-33.5304946;-53.3527603;UBS;0;0;Sem dispositivo específico de saúde mental;;96230-000;RUA COSME CORREA, 202 - BRASILIANO;ATIVO;Atenção Básica
2425;4310009;431000;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Ibirubá;2263246;POSTO DE SAUDE PROGRESSO;;PREFEITURA MUNICIPAL DE IBIRUBA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.628;-53.100569;UBS;0;0;Sem dispositivo específico de saúde mental;;98200-000;RUA FIRMINO DE PAULA, 1918 - PROGRESSO;ATIVO;Atenção Básica
2426;4322400;432240;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Uruguaiana;7159366;ESF 19 JOAO PAULO II;;PREFEITURA MUNICIPAL DE URUGUAIANA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.7820536;-57.1055466;UBS;0;0;Sem dispositivo específico de saúde mental;;97504-888;LOTEAMENTO JOAO PAULO II, S/N - TABAJARA BRITES;ATIVO;Atenção Básica
2427;4312658;431265;473;Norte;17;REGIÃO 17 - PLANALTO;06ª CRS;Não-Me-Toque;2246406;POSTO DE SAUDE BAIRRO MARTINI NAO ME TOQUE;;PREFEITURA MUNICIPAL DE NAO ME TOQUE;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.4667772;-52.8196233;UBS;1;0;Sem dispositivo específico de saúde mental;;99470-000;RUA VICTOR GRAEFF, 566 - MARTINI;ATIVO;Atenção Básica
2429;4304655;430465;458;Centro-Oeste;2;REGIÃO 02 - ENTRE RIOS;04ª CRS;Capão do Cipó;4804457;POSTO DE SAUDE ASSENTAMENTO NOVA ESPERANCA;;PREFEITURA MUNICIPAL DE CAPAO DO CIPO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.96115847;-54.5072046;UBS;0;0;Sem dispositivo específico de saúde mental;;97753000;ASSENTAMENTO NOVA ESPERANCA, S/N - INTERIOR;ATIVO;Atenção Básica
2430;4318705;431870;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;São Leopoldo;9035532;UNIDADE BASICA DE SAUDE SANTA MARTA TANCREDO NEVES;;PREFEITURA MUNICIPAL DE SAO LEOPOLDO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.72574873;-51.1901248;UBS;1;0;Sem dispositivo específico de saúde mental;;93140-300;RUA JACARANDA, S/N - ARROIO DA MANTEIGA;ATIVO;Atenção Básica
2485;4311254;431125;475;Norte;19;REGIÃO 19 - BOTUCARAÍ;06ª CRS;Lagoão;2246481;POSTO DE SAUDE DE LAGOAO;;PREFEITURA MUNICIPAL DE LAGOAO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.2212365;-52.7720642;UBS;1;0;Sem dispositivo específico de saúde mental;;99340-000;RUA TOMAS COSTA, 465 - CENTRO;ATIVO;Atenção Básica
2431;4309209;430920;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Gravataí;2700301;USF COSTA DO IPIRANGA;;PREFEITURA MUNICIPAL DE GRAVATAI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.8681179;-51.0293016;UBS;1;0;Sem dispositivo específico de saúde mental;;94100-600;ESTRADA LEONEL CABELEIRA BITELLO, 271 - COSTA DO IPIRANGA;ATIVO;Atenção Básica
2432;4317509;431750;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Santo Ângelo;2256452;CS CENTRO DE APOIO A MULHER E A CRIANCA STO ANGELO;;PREFEITURA MUNICIPAL DE SANTO ANGELO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.2999781;-54.2565943;UBS;0;0;Sem dispositivo específico de saúde mental;;98801-590;AVENIDA BRASIL, 2100 - CENTRO;ATIVO;Atenção Básica
2433;4301404;430140;475;Norte;19;REGIÃO 19 - BOTUCARAÍ;06ª CRS;Arvorezinha;4072499;UNIDADE BASICA DE SAUDE HELIO ZORZI;;MUNICIPIO DE ARVOREZINHA;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.8741208;-52.1789986;UBS;0;0;Sem dispositivo específico de saúde mental;;95995-000;RUA JOAO LUIZ FERREIRA, 835 - NOSSA SENHORA DA GRA;ATIVO;Atenção Básica
2434;4320107;432010;476;Norte;20;REGIÃO 20 - ROTA DA PRODUÇÃO;15ª CRS;Sarandi;909017;ESF VIII BARREIRINHO;;MUNICIPIO DE SARANDI;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.8682359;-52.995147;UBS;0;0;Sem dispositivo específico de saúde mental;;99560-000;BARREIRINHO, S/N - DISTRITO;ATIVO;Atenção Básica
2435;4310405;431040;470;Missioneira;14;REGIÃO 14 - FRONTEIRA NOROESTE;14ª CRS;Independência;2249790;POSTO PSF 1 INDEPENDÊNCIA;;PREFEITURA MUNICIPAL DE INDEPENDENCIA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-27.85007477;-54.1931659;UBS;0;1;Sem dispositivo específico de saúde mental;;98915-000;RUA JOSINO FARIAS, 1442 - CENTRO;ATIVO;Atenção Básica
2436;4305108;430510;479;Serra;23;REGIÃO 23 - CAXIAS E HORTÊNSIAS;05ª CRS;Caxias do Sul;2223449;UBS MADUREIRA;;PREFEITURA MUNICIPAL DE CAXIAS DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.1537899;-51.1767542;UBS;0;0;Sem dispositivo específico de saúde mental;;95041-690;RUA VIRGILIO RAMOS, 276 - MADUREIRA;ATIVO;Atenção Básica
2437;4304606;430460;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Canoas;3217787;SAE SERVICO DE ASSISTENCIA ESPECIALIZADO DST HIV AIDS CANOAS;;MUNICIPIO DE CANOAS;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.9197628;-51.1886798;UBS;1;0;Sem dispositivo específico de saúde mental;;92310-150;RUA BRASIL, 438 - CENTRO;ATIVO;Atenção Básica
2439;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2264390;UNIDADE DE SAUDE MODELO;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.04322347;-51.21390411;UBS;1;0;Sem dispositivo específico de saúde mental;;90040-341;RUA JERONIMO DE ORNELLAS, 55 - SANTANA;ATIVO;Atenção Básica
2440;4302808;430280;483;Vales;27;REGIÃO 27 - JACUÍ CENTRO;08ª CRS;Caçapava do Sul;2234122;PSF 3 BAIRRO FLORESTA;;PREFEITURA MUNICIPAL DE CACAPAVA DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.50479986;-53.49098325;UBS;1;0;Sem dispositivo específico de saúde mental;;96570-000;RUA JOAO FARIAS DE LIMA, 17 - FLORESTA;ATIVO;Atenção Básica
2441;4314902;431490;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Porto Alegre;2264463;UNIDADE DE SAUDE BECO DO ADELAR;;PREFEITURA MUNICIPAL DE PORTO ALEGRE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.15481069;-51.19921307;UBS;1;0;Sem dispositivo específico de saúde mental;;91755-000;AV JUCA BASTISTA, 3480 - HIPICA;ATIVO;Atenção Básica
2442;4318002;431800;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;São Borja;4067266;PREF MUN S BORJA SMSUSF 08;;PREFEITURA MUNICIPAL DE SAO BORJA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.666;-55.990435;UBS;0;0;Sem dispositivo específico de saúde mental;;97670-000;RUA AMERICO GOULART TEIXEIRA, 70 - VILA GOULART;ATIVO;Atenção Básica
2445;4316501;431650;464;Metropolitana;8;REGIÃO 08 - VALE DO CAÍ E METROPOLITANA;01ª CRS;Salvador do Sul;2225484;UNIDADE BASICA DE SAUDE SALVADOR DO SUL;;PREFEITURA MUNICIPAL DE SALVADOR DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.44943152;-51.50623642;UBS;0;1;Sem dispositivo específico de saúde mental;;95750-000;AV DUQUE DE CAXIAS, 03 - BELA VISTA;ATIVO;Atenção Básica
2446;4306809;430680;485;Vales;29;REGIÃO 29 - VALES E MONTANHAS;16ª CRS;Encantado;3057569;POSTO DE SAUDE NAVEGANTES ENCANTADO;;PREFEITURA MUNICIPAL DE ENCANTADO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.24128156;-51.86426482;UBS;1;0;Sem dispositivo específico de saúde mental;;95960-000;RUA NAVEGANTES, S/N - NAVEGANTES;ATIVO;Atenção Básica
2447;4322400;432240;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Uruguaiana;2247240;ESF 14TABAJARA BRITES;;PREFEITURA MUNICIPAL DE URUGUAIANA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.78242966;-57.10382945;UBS;1;0;Sem dispositivo específico de saúde mental;;97504-480;UMBELINO FRANCISCO RAMOS, S/N - QDA 04;ATIVO;Atenção Básica
2449;4303905;430390;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Campo Bom;7286627;UNIDADE BASICA DE SAUDE MONACO;;PREFEITURA MUNICIPAL DE CAMPO BOM;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.68216;-51.03023;UBS;0;0;Sem dispositivo específico de saúde mental;;93700-000;ESTRADA MONACO PRINCIPAL, 1870 - MONACO;ATIVO;Atenção Básica
2450;4309407;430940;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Guaporé;2238128;CENTRO MUNICIPAL DE SAUDE GUAPORE;;MUNICIPIO DE GUAPORE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.84873326;-51.88575881;UBS;0;0;Sem dispositivo específico de saúde mental;;99200-000;RUA AGILBERTO ATILIO MAIA, 206 - CENTRO;ATIVO;Atenção Básica
2452;4306106;430610;468;Missioneira;12;REGIÃO 12 - PORTAL DAS MISSÕES;09ª CRS;Cruz Alta;2263602;ESF I BAIRRO TORIBIO VERISSIMO;;PREFEITURA MUNICIPAL DE CRUZ ALTA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.65145236;-53.62430962;UBS;1;0;Sem dispositivo específico de saúde mental;;98010-140;RUA ANTONIO MOREIRA PAZ, 492 - TORIBIO VERISSIMO;ATIVO;Atenção Básica
2453;4318002;431800;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;São Borja;988308;PREF MUN S BORJA SMSUSF 18;;MUNICIPIO DE SAO BORJA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.653;-56.011058;UBS;0;0;Sem dispositivo específico de saúde mental;;97670-000;TV JOAO XXIII, 111 - MARIA DO CARMO;ATIVO;Atenção Básica
2454;4301305;430130;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Arroio Grande;2232251;CENTRO DE SAUDE DE ARROIO GRANDE;;PREFEITURA MUNICIPAL DE ARROIO GRANDE;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-32.2369133;-53.0812018;UBS;0;0;OT;;96330-000;RUA SEVERO FEIJO, 420 - CENTRO;ATIVO;Atenção Básica
2456;4313409;431340;463;Metropolitana;7;REGIÃO 07 - VALE DOS SINOS;01ª CRS;Novo Hamburgo;7511957;UNIDADE SAUDE DA FAMILIA VILA KROEFF;;PREFEITURA MUNICIPAL DE NOVO HAMBURGO;1;POSTO DE SAUDE;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.71773415;-51.11994807;UBS;1;0;Sem dispositivo específico de saúde mental;;93425-265;RUA ARLINDO SILVEIRA MARTINS, 55 - SANTO AFONSO;ATIVO;Atenção Básica
2458;4303004;430300;483;Vales;27;REGIÃO 27 - JACUÍ CENTRO;08ª CRS;Cachoeira do Sul;7707851;ESTRATEGIA DE SAUDE DA FAMILIA 07 PONCHE VERDE;;PREFEITURA MUNICIPAL DE CACHOEIRA DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.0192959;-52.9045671;UBS;0;0;Sem dispositivo específico de saúde mental;;96503-410;RUA FELIPE MOZER, 773 - PONCHE VERDE;ATIVO;Atenção Básica
2460;4314407;431440;477;Sul;21;REGIÃO 21 - SUL;03ª CRS;Pelotas;6942865;UNIDADE DE SAUDE DO PRESIDIO REGIONAL DE PELOTAS;;MUNICIPIO DE PELOTAS;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-31.731248;-52.329527;UBS;0;0;Sem dispositivo específico de saúde mental;;96060-000;CRISTOVAO JOSE DOS SANTOS, 462 - TRES VENDAS;ATIVO;Atenção Básica
2461;4314548;431454;481;Serra;25;REGIÃO 25 - VINHEDOS E BASALTO;05ª CRS;Pinto Bandeira;7274882;UNIDADE BASICA DE SAUDE PINTO BANDEIRA;;PREFEITURA MUNCIPAL DE PINTO BANDEIRA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.09824;-51.450537;UBS;0;1;Sem dispositivo específico de saúde mental;;95717-000;RUA SETE DE SETEMBRO, 689 - CENTRO;ATIVO;Atenção Básica
2463;4314555;431455;467;Missioneira;11;REGIÃO 11 - SETE POVOS DAS MISSÕES;12ª CRS;Pirapó;2259796;CS SMS PIRAPO;;PREFEITURA MUNICIPAL DE PIRAPO;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-28.04603078;-55.20067897;UBS;1;1;Sem dispositivo específico de saúde mental;;97885-000;RUA QUINZE DE NOVEMBRO, 1597 - CENTRO;ATIVO;Atenção Básica
2464;4316402;431640;459;Centro-Oeste;3;REGIÃO 03 - FRONTEIRA OESTE;10ª CRS;Rosário do Sul;4066804;PREF MUN DE ROSUL PACS;;PREFEITURA MUNICIPAL DE ROSARIO DO SUL;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-30.2519455;-54.9194025;UBS;0;0;Sem dispositivo específico de saúde mental;;97590-000;RUA SETE DE SETEMBRO, 2296 - CENTRO;ATIVO;Atenção Básica
2465;4300604;430060;466;Metropolitana;10;REGIÃO 10 - CAPITAL E VALE DO GRAVATAÍ;01ª CRS;Alvorada;2228777;UBS CAMPOS VERDES ALVORADA;(51) 34838272;PREFEITURA MUNICIPAL DE ALVORADA;2;CENTRO DE SAUDE/UNIDADE BASICA;ADMINISTRAÇÃO PÚBLICA;MUNICIPAL;-29.99590682;-51.05087577;UBS;0;0;Sem dispositivo específico de saúde mental;;94834-850;RUA TUPI, 615 - ONZE DE ABRIL;ATIVO;Atenção Básica
